username,user_id,likes,retweets,replies,quotes,engagement_value,success_score,performance,performance_encoded,tweet_length,word_count,hashtag_count,mention_count,url_count,emoji_count,caps_ratio,has_question,has_exclamation,has_ellipsis,day_of_week,hour,month,is_weekend,is_business_hours,is_peak_hours,days_since_last_tweet,sentiment_polarity,is_positive,is_negative,is_neutral,total_interactions,like_to_retweet_ratio,retweet_ratio,reply_ratio,like_ratio
KyleDeWriter,1458442711418261505,1,0,0,0,1,0.0,Underperformed,0,53,8,0,1,0,0,0.0,0,0,0,5,21,3,1,0,0,0.0,0.06818181818181818,0,0,1,1,1.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,1,0,0,0,1,0.0,Underperformed,0,60,6,0,3,0,0,0.03333333333333333,0,0,0,5,21,3,1,0,0,0.0,0.5,1,0,0,1,1.0,0.0,0.0,1.0
CarOnPolymarket,1966325768499376131,9,0,0,0,9,0.02,Underperformed,0,32,6,0,1,0,0,0.03125,0,0,0,5,21,3,1,0,0,0.0,0.0,0,0,1,9,9.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,2,0,0,0,2,0.11764705882352941,Underperformed,0,69,8,0,3,0,0,0.07246376811594203,0,0,0,5,21,3,1,0,0,0.0,0.4,1,0,0,2,2.0,0.0,0.0,1.0
MuddyRC,1371024834545717251,2,0,2,0,6,0.6666666666666666,Underperformed,0,89,14,0,3,0,0,0.06741573033707865,0,0,0,5,21,3,1,0,0,0.0,1.0,1,0,0,4,2.0,0.0,0.5,0.5
rb_tweets,1034629472689971200,25,0,9,0,43,0.4,Underperformed,0,88,11,0,0,1,0,0.056818181818181816,0,0,1,5,22,3,1,0,0,0.0,0.5681818181818181,1,0,0,34,25.0,0.0,0.2647058823529412,0.7352941176470589
holy_moses7,1594141391357108224,4,0,2,0,8,0.5,Underperformed,0,73,10,0,1,0,0,0.0410958904109589,1,0,0,5,22,3,1,0,0,0.0,0.0,0,0,1,6,4.0,0.0,0.3333333333333333,0.6666666666666666
MuddyRC,1371024834545717251,2,0,0,0,2,0.0,Underperformed,0,82,14,0,1,0,0,0.06097560975609756,0,0,0,5,22,3,1,0,0,0.0,0.0,0,0,1,2,2.0,0.0,0.0,1.0
locksy,1690477851638730752,1,0,0,0,1,3.0,Viral,3,55,9,0,1,0,0,0.01818181818181818,0,0,0,5,22,3,1,0,0,0.0,0.11818181818181818,1,0,0,1,1.0,0.0,0.0,1.0
AIexey_Stark,1710348465920708608,1,0,0,0,1,0.6666666666666666,Underperformed,0,45,5,0,3,0,0,0.08888888888888889,0,0,0,5,22,3,1,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
rb_tweets,1034629472689971200,0,0,0,0,0,73.0,Viral,3,42,6,0,1,0,0,0.023809523809523808,0,0,0,5,22,3,1,0,0,0.0,0.2,1,0,0,0,0.0,0.0,0.0,0.0
KyleDeWriter,1458442711418261505,0,0,0,0,0,0.6666666666666666,Underperformed,0,291,49,0,1,0,0,0.013745704467353952,0,0,0,5,22,3,1,0,0,0.0,-0.08,0,0,1,0,0.0,0.0,0.0,0.0
CarOnPolymarket,1966325768499376131,0,0,0,0,0,1.0,Normal,1,27,2,0,2,0,1,0.0,0,0,0,5,22,3,1,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
CarOnPolymarket,1966325768499376131,1,0,0,0,1,4.0,Viral,3,20,2,0,1,0,0,0.0,0,0,0,5,22,3,1,0,0,0.0,0.8,1,0,0,1,1.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,23,0,6,0,35,3.0,Viral,3,64,5,0,0,2,0,0.1875,0,0,0,5,23,3,1,0,0,0.0,0.0,0,0,1,29,23.0,0.0,0.20689655172413793,0.7931034482758621
MEPPonPM,1977097546725228544,1,0,0,0,1,0.6666666666666666,Underperformed,0,14,2,0,1,0,1,0.21428571428571427,0,0,0,5,23,3,1,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
MuddyRC,1371024834545717251,77,4,12,2,109,2.0,Successful,2,73,11,0,0,0,0,0.0,0,0,0,5,23,3,1,0,0,0.0,0.0,0,0,1,93,19.25,0.043010752688172046,0.12903225806451613,0.8279569892473119
MEPPonPM,1977097546725228544,1,0,0,0,1,0.6666666666666666,Underperformed,0,15,2,0,1,0,0,0.0,0,0,0,5,23,3,1,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,1,0,1,0,3,3.0,Viral,3,30,3,0,1,0,0,0.0,1,0,0,5,23,3,1,0,0,0.0,0.0,0,0,1,2,1.0,0.0,0.5,0.5
MEPPonPM,1977097546725228544,1,0,0,0,1,2.0,Successful,2,15,2,0,1,0,0,0.0,0,0,0,5,23,3,1,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,1,0,0,0,1,1.0,Normal,1,23,2,0,1,0,0,0.0,0,0,0,5,23,3,1,0,0,0.0,0.2,1,0,0,1,1.0,0.0,0.0,1.0
AIexey_Stark,1710348465920708608,0,0,0,0,0,0.5,Underperformed,0,92,13,0,3,0,0,0.08695652173913043,1,0,0,5,23,3,1,0,0,0.0,0.8,1,0,0,0,0.0,0.0,0.0,0.0
MEPPonPM,1977097546725228544,2,0,0,0,2,1.3333333333333333,Normal,1,37,6,0,1,0,0,0.10810810810810811,0,0,0,5,23,3,1,0,0,0.0,0.4,1,0,0,2,2.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,0,0,0,0,0,0.5,Underperformed,0,47,4,0,3,0,0,0.0425531914893617,0,0,0,6,0,3,1,0,0,0.0,0.2,1,0,0,0,0.0,0.0,0.0,0.0
Eltonma,111573871,0,0,1,0,2,1.3333333333333333,Normal,1,31,4,0,1,0,0,0.03225806451612903,1,0,0,6,1,3,1,0,0,0.0,0.0,0,0,1,1,0.0,0.0,1.0,0.0
penguin_pmkt,1971222411107500039,1,0,0,0,1,46.0,Viral,3,144,27,0,1,0,0,0.0,0,0,0,6,2,3,1,0,0,0.0,-0.125,0,1,0,1,1.0,0.0,0.0,1.0
MEPPonPM,1977097546725228544,0,0,0,0,0,1.0,Normal,1,44,4,0,3,0,1,0.045454545454545456,0,0,0,6,3,3,1,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
MEPPonPM,1977097546725228544,8,0,2,0,12,0.5,Underperformed,0,34,3,0,0,1,0,0.17647058823529413,0,1,0,6,4,3,1,0,0,0.0,0.0,0,0,1,10,8.0,0.0,0.2,0.8
tsybka,1826161295051337729,1,0,1,0,3,1.5,Normal,1,63,4,0,3,1,0,0.1746031746031746,0,0,0,6,5,3,1,0,0,0.0,0.0,0,0,1,2,1.0,0.0,0.5,0.5
tsybka,1826161295051337729,14,0,1,0,16,1.5,Normal,1,172,28,0,3,0,0,0.046511627906976744,0,0,0,6,6,3,1,0,0,0.0,-0.0875,0,0,1,15,14.0,0.0,0.06666666666666667,0.9333333333333333
polymarket_O3O,1971251584429588482,20,1,5,1,32,1.5,Normal,1,132,23,0,0,1,0,0.06818181818181818,0,0,0,6,8,3,1,0,0,2.0,0.0,0,0,1,26,20.0,0.038461538461538464,0.19230769230769232,0.7692307692307693
Eltonma,111573871,1,0,0,0,1,0.5,Underperformed,0,56,11,0,1,0,0,0.07142857142857142,0,0,0,6,9,3,1,1,0,0.0,0.5,1,0,0,1,1.0,0.0,0.0,1.0
Eltonma,111573871,13,0,2,0,17,1.0,Normal,1,94,15,0,1,0,0,0.02127659574468085,0,0,0,6,9,3,1,1,0,0.0,0.2,1,0,0,15,13.0,0.0,0.13333333333333333,0.8666666666666667
MEPPonPM,1977097546725228544,1,0,0,0,1,1.5,Normal,1,25,4,0,1,0,0,0.0,0,0,0,6,10,3,1,1,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,56,1,17,1,92,0.0,Underperformed,0,323,49,0,0,2,0,0.07430340557275542,0,0,0,6,10,3,1,1,0,0.0,0.0,0,0,1,74,56.0,0.013513513513513514,0.22972972972972974,0.7567567567567568
tsybka,1826161295051337729,65,1,19,0,105,2.0,Successful,2,302,47,0,0,1,0,0.04304635761589404,0,0,0,6,10,3,1,1,0,0.0,-0.22000000000000003,0,1,0,85,65.0,0.011764705882352941,0.2235294117647059,0.7647058823529411
tsybka,1826161295051337729,1,0,0,0,1,15.0,Viral,3,49,3,0,1,1,0,0.10204081632653061,0,0,0,6,10,3,1,1,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,1,0,0,0,1,2.5,Viral,3,39,7,0,1,0,0,0.02564102564102564,0,0,0,6,10,3,1,1,0,0.0,0.09999999999999999,0,0,1,1,1.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,1,0,1,0,3,1.2,Normal,1,70,9,0,1,0,0,0.0,0,0,0,6,10,3,1,1,0,0.0,0.05,0,0,1,2,1.0,0.0,0.5,0.5
KyleDeWriter,1458442711418261505,1,0,0,0,1,0.0,Underperformed,0,39,6,0,1,0,0,0.0,0,0,0,6,10,3,1,1,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,1,0,0,0,1,0.0,Underperformed,0,148,29,0,1,0,0,0.0,0,0,0,6,10,3,1,1,0,0.0,0.31666666666666665,1,0,0,1,1.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,1,0,0,0,1,1.5,Normal,1,76,13,0,1,0,0,0.039473684210526314,0,0,0,6,10,3,1,1,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,3,0,1,0,5,1.2,Normal,1,92,13,0,2,0,0,0.021739130434782608,0,0,0,6,10,3,1,1,0,0.0,0.43333333333333335,1,0,0,4,3.0,0.0,0.25,0.75
KyleDeWriter,1458442711418261505,1,0,0,0,1,0.6666666666666666,Underperformed,0,43,3,0,1,1,0,0.11627906976744186,0,0,0,6,11,3,1,1,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
Eltonma,111573871,0,0,1,0,2,0.0,Underperformed,0,49,9,0,1,0,0,0.04081632653061224,0,0,0,6,11,3,1,1,0,0.0,0.5,1,0,0,1,0.0,0.0,1.0,0.0
tsybka,1826161295051337729,1,0,1,0,3,1.0,Normal,1,61,8,0,2,0,0,0.04918032786885246,0,0,0,6,11,3,1,1,0,0.0,0.0,0,0,1,2,1.0,0.0,0.5,0.5
Eltonma,111573871,0,0,1,0,2,1.0,Normal,1,99,18,0,1,0,0,0.04040404040404041,0,0,0,6,11,3,1,1,0,0.0,0.5,1,0,0,1,0.0,0.0,1.0,0.0
Eltonma,111573871,0,0,0,0,0,1.3333333333333333,Normal,1,58,11,0,1,0,0,0.017241379310344827,0,0,0,6,11,3,1,1,0,0.0,-0.3,0,1,0,0,0.0,0.0,0.0,0.0
Eltonma,111573871,1,0,1,0,3,26.666666666666668,Viral,3,78,13,0,2,0,0,0.038461538461538464,0,0,0,6,11,3,1,1,0,0.0,0.4681818181818182,1,0,0,2,1.0,0.0,0.5,0.5
tsybka,1826161295051337729,2,0,1,0,4,1.0,Normal,1,54,8,0,1,0,1,0.018518518518518517,1,0,0,6,11,3,1,1,0,0.0,0.2,1,0,0,3,2.0,0.0,0.3333333333333333,0.6666666666666666
Eltonma,111573871,0,0,1,0,2,1.3333333333333333,Normal,1,32,5,0,1,0,0,0.03125,0,0,0,6,11,3,1,1,0,0.0,0.5,1,0,0,1,0.0,0.0,1.0,0.0
tomdnc,1355869080079634435,13,0,1,0,15,0.3333333333333333,Underperformed,0,155,26,0,1,0,0,0.03225806451612903,0,0,0,6,12,3,1,1,1,0.0,0.14999999999999997,1,0,0,14,13.0,0.0,0.07142857142857142,0.9285714285714286
tomdnc,1355869080079634435,3,0,0,0,3,0.3333333333333333,Underperformed,0,33,5,0,1,0,0,0.06060606060606061,0,0,0,6,12,3,1,1,1,0.0,-0.75,0,1,0,3,3.0,0.0,0.0,1.0
tomdnc,1355869080079634435,1,0,0,0,1,1.3333333333333333,Normal,1,83,17,0,1,0,0,0.04819277108433735,0,0,0,6,12,3,1,1,1,0.0,0.5,1,0,0,1,1.0,0.0,0.0,1.0
Maximilian_evm,1943319550730326016,3,0,0,0,3,0.3333333333333333,Underperformed,0,55,6,0,4,0,0,0.09090909090909091,0,0,0,6,12,3,1,1,1,0.0,0.43333333333333335,1,0,0,3,3.0,0.0,0.0,1.0
TheGreekTrader,1895237122145001473,106,1,30,1,168,0.3333333333333333,Underperformed,0,303,48,0,0,1,0,0.08250825082508251,0,0,0,6,13,3,1,1,1,1.0,0.4083333333333333,1,0,0,137,106.0,0.0072992700729927005,0.21897810218978103,0.7737226277372263
TheGreekTrader,1895237122145001473,10,0,1,0,12,1.3333333333333333,Normal,1,234,36,0,0,1,0,0.03418803418803419,0,0,0,6,13,3,1,1,1,0.0,-0.05555555555555555,0,0,1,11,10.0,0.0,0.09090909090909091,0.9090909090909091
TheGreekTrader,1895237122145001473,1,0,0,0,1,15.0,Viral,3,67,11,0,1,0,0,0.04477611940298507,0,0,0,6,13,3,1,1,1,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
TheGreekTrader,1895237122145001473,6,0,2,0,10,0.3333333333333333,Underperformed,0,127,23,0,1,0,1,0.03937007874015748,0,0,0,6,13,3,1,1,1,0.0,-0.3,0,1,0,8,6.0,0.0,0.25,0.75
TheGreekTrader,1895237122145001473,26,1,4,1,36,0.0,Underperformed,0,100,17,0,0,1,1,0.12,0,0,0,6,13,3,1,1,1,0.0,0.5,1,0,0,31,26.0,0.03225806451612903,0.12903225806451613,0.8387096774193549
TheGreekTrader,1895237122145001473,0,0,2,0,4,1.0,Normal,1,46,8,0,1,0,0,0.043478260869565216,1,0,0,6,13,3,1,1,1,0.0,0.0,0,0,1,2,0.0,0.0,1.0,0.0
thenarrator,772645340935847936,90,1,20,1,132,0.6666666666666666,Underperformed,0,303,45,3,3,1,0,0.052805280528052806,0,0,0,6,13,3,1,1,1,1.0,0.4063492063492064,1,0,0,111,90.0,0.009009009009009009,0.18018018018018017,0.8108108108108109
KyleDeWriter,1458442711418261505,2,0,0,0,2,1.3333333333333333,Normal,1,105,17,0,1,0,0,0.009523809523809525,0,0,0,6,14,3,1,1,1,0.0,0.5375,1,0,0,2,2.0,0.0,0.0,1.0
rb_tweets,1034629472689971200,40,0,24,0,88,0.3333333333333333,Underperformed,0,79,12,0,0,1,0,0.16455696202531644,1,0,0,6,14,3,1,1,1,0.0,0.25,1,0,0,64,40.0,0.0,0.375,0.625
KyleDeWriter,1458442711418261505,0,0,0,0,0,0.6666666666666666,Underperformed,0,51,8,0,1,0,0,0.0392156862745098,0,0,0,6,14,3,1,1,1,0.0,0.125,1,0,0,0,0.0,0.0,0.0,0.0
rb_tweets,1034629472689971200,1,0,0,0,1,0.0,Underperformed,0,22,3,0,2,0,0,0.0,0,0,0,6,14,3,1,1,1,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,0,0,0,0,0,1.6,Successful,2,54,5,0,1,1,0,0.09259259259259259,0,0,0,6,14,3,1,1,1,0.0,-0.05,0,0,1,0,0.0,0.0,0.0,0.0
TheGreekTrader,1895237122145001473,2,0,0,0,2,0.8,Normal,1,64,11,0,1,0,0,0.15625,0,0,0,6,14,3,1,1,1,0.0,0.0,0,0,1,2,2.0,0.0,0.0,1.0
thenarrator,772645340935847936,1,0,1,0,3,0.5,Underperformed,0,63,5,0,4,0,0,0.031746031746031744,0,0,0,6,14,3,1,1,1,0.0,0.0,0,0,1,2,1.0,0.0,0.5,0.5
thenarrator,772645340935847936,0,0,1,0,2,16.0,Viral,3,61,6,0,4,0,0,0.04918032786885246,1,0,0,6,14,3,1,1,1,0.0,0.0,0,0,1,1,0.0,0.0,1.0,0.0
CarOnPolymarket,1966325768499376131,159,4,42,8,251,1.0,Normal,1,125,18,0,0,2,0,0.056,0,1,0,6,14,3,1,1,1,0.0,0.06818181818181818,0,0,1,205,39.75,0.01951219512195122,0.2048780487804878,0.775609756097561
TheGreekTrader,1895237122145001473,3,0,1,0,5,1.0,Normal,1,66,10,0,0,1,0,0.15151515151515152,0,0,1,6,14,3,1,1,1,0.0,0.4166666666666667,1,0,0,4,3.0,0.0,0.25,0.75
CarOnPolymarket,1966325768499376131,7,0,0,0,7,0.5,Underperformed,0,13,3,0,1,0,0,0.07692307692307693,0,0,0,6,14,3,1,1,1,0.0,0.0,0,0,1,7,7.0,0.0,0.0,1.0
rb_tweets,1034629472689971200,0,0,0,0,0,2.5,Viral,3,26,4,0,1,0,0,0.0,0,0,0,6,14,3,1,1,1,0.0,0.5,1,0,0,0,0.0,0.0,0.0,0.0
CarOnPolymarket,1966325768499376131,0,0,0,0,0,0.0,Underperformed,0,19,2,0,1,0,0,0.10526315789473684,0,0,0,6,14,3,1,1,1,0.0,0.6,1,0,0,0,0.0,0.0,0.0,0.0
AIexey_Stark,1710348465920708608,20,2,5,0,34,3.0,Viral,3,304,42,0,0,2,0,0.06907894736842106,0,0,0,6,14,3,1,1,1,0.0,0.08,0,0,1,27,10.0,0.07407407407407407,0.18518518518518517,0.7407407407407407
AIexey_Stark,1710348465920708608,1,0,1,0,3,2.0,Successful,2,42,7,0,1,0,0,0.023809523809523808,0,0,0,6,14,3,1,1,1,0.0,0.5,1,0,0,2,1.0,0.0,0.5,0.5
AIexey_Stark,1710348465920708608,3,0,1,0,5,32.0,Viral,3,41,7,0,1,0,0,0.024390243902439025,0,0,0,6,14,3,1,1,1,0.0,-0.2916666666666667,0,1,0,4,3.0,0.0,0.25,0.75
AIexey_Stark,1710348465920708608,2,0,0,0,2,1.5,Normal,1,44,4,0,3,0,0,0.11363636363636363,0,0,0,6,14,3,1,1,1,0.0,0.0,0,0,1,2,2.0,0.0,0.0,1.0
thenarrator,772645340935847936,0,0,1,0,2,0.5,Underperformed,0,96,11,0,5,0,0,0.03125,0,0,0,6,14,3,1,1,1,0.0,-0.012500000000000011,0,0,1,1,0.0,0.0,1.0,0.0
thenarrator,772645340935847936,1,0,0,0,1,0.5,Underperformed,0,63,8,0,4,0,0,0.031746031746031744,0,0,0,6,14,3,1,1,1,0.0,0.7,1,0,0,1,1.0,0.0,0.0,1.0
thenarrator,772645340935847936,0,0,0,0,0,0.5,Underperformed,0,88,13,0,4,0,0,0.022727272727272728,0,0,0,6,14,3,1,1,1,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
rb_tweets,1034629472689971200,1,0,0,0,1,0.5,Underperformed,0,134,21,0,2,1,0,0.05970149253731343,0,0,0,6,14,3,1,1,1,0.0,0.3,1,0,0,1,1.0,0.0,0.0,1.0
rb_tweets,1034629472689971200,0,0,0,0,0,1.5,Normal,1,22,2,0,1,0,0,0.0,0,0,0,6,14,3,1,1,1,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
tsybka,1826161295051337729,77,0,23,0,123,0.0,Underperformed,0,236,36,0,0,1,0,0.05084745762711865,0,0,0,6,14,3,1,1,1,0.0,0.0,0,0,1,100,77.0,0.0,0.23,0.77
tsybka,1826161295051337729,3,0,0,0,3,0.5,Underperformed,0,59,4,0,1,1,0,0.11864406779661017,0,0,0,6,14,3,1,1,1,0.0,0.0,0,0,1,3,3.0,0.0,0.0,1.0
tsybka,1826161295051337729,1,0,1,0,3,1.0,Normal,1,71,9,0,2,0,0,0.04225352112676056,0,0,0,6,15,3,1,1,1,0.0,0.0,0,0,1,2,1.0,0.0,0.5,0.5
AIexey_Stark,1710348465920708608,0,0,0,0,0,19.0,Viral,3,49,5,0,3,0,0,0.12244897959183673,0,0,0,6,15,3,1,1,1,0.0,-0.6,0,1,0,0,0.0,0.0,0.0,0.0
CarOnPolymarket,1966325768499376131,33,1,20,3,75,0.5,Underperformed,0,45,4,0,1,1,0,0.13333333333333333,1,0,0,6,15,3,1,1,1,0.0,0.0,0,0,1,54,33.0,0.018518518518518517,0.37037037037037035,0.6111111111111112
AIexey_Stark,1710348465920708608,1,0,0,0,1,0.5,Underperformed,0,38,4,0,0,1,0,0.15789473684210525,0,0,0,6,15,3,1,1,1,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
tsybka,1826161295051337729,1,0,1,0,3,2.0,Successful,2,42,5,0,2,0,0,0.09523809523809523,0,0,0,6,15,3,1,1,1,0.0,0.0,0,0,1,2,1.0,0.0,0.5,0.5
KyleDeWriter,1458442711418261505,2,0,0,0,2,2.6666666666666665,Viral,3,53,8,0,2,0,1,0.018867924528301886,0,0,0,6,15,3,1,1,1,0.0,0.0,0,0,1,2,2.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,62,0,22,1,106,34.0,Viral,3,322,44,0,0,2,0,0.07142857142857142,0,0,0,6,15,3,1,1,1,0.0,-0.06539682539682541,0,0,1,84,62.0,0.0,0.2619047619047619,0.7380952380952381
CarOnPolymarket,1966325768499376131,5,0,0,0,5,0.4,Underperformed,0,43,8,0,1,0,0,0.023255813953488372,0,0,0,6,15,3,1,1,1,0.0,0.0,0,0,1,5,5.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,4,0,0,0,4,2.0,Successful,2,187,15,0,0,5,0,0.13903743315508021,0,0,0,6,15,3,1,1,1,0.0,0.5,1,0,0,4,4.0,0.0,0.0,1.0
tomdnc,1355869080079634435,1,0,0,0,1,1.6,Successful,2,34,4,0,2,0,0,0.08823529411764706,0,0,0,6,15,3,1,1,1,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,1,0,0,0,1,0.4,Underperformed,0,48,7,0,1,0,0,0.0,0,0,0,6,15,3,1,1,1,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,1,0,0,0,1,0.0,Underperformed,0,84,8,0,1,1,0,0.03571428571428571,0,0,0,6,15,3,1,1,1,0.0,-0.25,0,1,0,1,1.0,0.0,0.0,1.0
AIexey_Stark,1710348465920708608,0,2,0,0,4,1.0,Normal,1,140,20,0,1,1,0,0.12142857142857143,0,0,0,6,15,3,1,1,1,0.0,0.0,0,0,1,2,0.0,1.0,0.0,0.0
KyleDeWriter,1458442711418261505,1,0,1,0,3,3.0,Viral,3,80,9,0,0,1,0,0.125,0,0,0,6,15,3,1,1,1,0.0,0.5,1,0,0,2,1.0,0.0,0.5,0.5
AIexey_Stark,1710348465920708608,1,0,1,0,3,3.0,Viral,3,15,2,0,1,0,0,0.06666666666666667,0,0,0,6,15,3,1,1,1,0.0,-0.6,0,1,0,2,1.0,0.0,0.5,0.5
KyleDeWriter,1458442711418261505,1,0,0,0,1,2.6666666666666665,Viral,3,18,2,0,1,0,0,0.1111111111111111,0,0,0,6,16,3,1,1,1,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
0xgingergirl,1907826492794613765,5,0,2,0,9,0.0,Underperformed,0,20,2,0,1,0,0,0.05,0,0,0,6,16,3,1,1,1,1.0,0.0,0,0,1,7,5.0,0.0,0.2857142857142857,0.7142857142857143
CarOnPolymarket,1966325768499376131,94,4,13,0,128,1.2,Normal,1,77,10,0,0,1,0,0.03896103896103896,0,0,0,6,16,3,1,1,1,0.0,0.0,0,0,1,111,23.5,0.036036036036036036,0.11711711711711711,0.8468468468468469
KyleDeWriter,1458442711418261505,1,0,0,0,1,0.4,Underperformed,0,21,3,0,1,0,0,0.0,0,0,0,6,16,3,1,1,1,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,1,0,0,0,1,0.0,Underperformed,0,34,6,0,1,0,0,0.058823529411764705,0,0,0,6,16,3,1,1,1,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,1,0,0,0,1,0.8,Normal,1,21,4,0,1,0,0,0.0,0,0,0,6,16,3,1,1,1,0.0,0.2,1,0,0,1,1.0,0.0,0.0,1.0
datadashboards,1895797037464956928,9,0,1,0,11,39.2,Viral,3,282,41,0,2,2,2,0.07092198581560284,0,0,0,6,17,3,1,1,1,0.0,0.125,1,0,0,10,9.0,0.0,0.1,0.9
tsybka,1826161295051337729,1,0,0,0,1,1.6,Successful,2,27,3,0,2,0,0,0.1111111111111111,0,0,0,6,17,3,1,1,1,0.0,0.1,0,0,1,1,1.0,0.0,0.0,1.0
penguin_pmkt,1971222411107500039,13,0,1,0,15,1.0,Normal,1,124,16,0,0,1,0,0.04032258064516129,0,0,0,6,18,3,1,0,1,0.0,0.0,0,0,1,14,13.0,0.0,0.07142857142857142,0.9285714285714286
penguin_pmkt,1971222411107500039,0,0,0,0,0,0.6666666666666666,Underperformed,0,62,9,0,2,0,0,0.03225806451612903,0,0,0,6,18,3,1,0,1,0.0,-1.0,0,1,0,0,0.0,0.0,0.0,0.0
KyleDeWriter,1458442711418261505,0,0,2,0,4,0.6666666666666666,Underperformed,0,108,16,0,1,0,0,0.0,0,0,0,6,18,3,1,0,1,0.0,0.0,0,0,1,2,0.0,0.0,1.0,0.0
AIexey_Stark,1710348465920708608,22,1,11,0,46,0.8,Normal,1,303,45,0,0,1,0,0.056105610561056105,0,0,0,6,18,3,1,0,1,0.0,0.4,1,0,0,34,22.0,0.029411764705882353,0.3235294117647059,0.6470588235294118
locksy,1690477851638730752,1,0,1,0,3,0.0,Underperformed,0,86,16,0,1,0,0,0.046511627906976744,0,1,0,6,19,3,1,0,0,0.0,0.41041666666666665,1,0,0,2,1.0,0.0,0.5,0.5
Eltonma,111573871,1,0,0,0,1,0.0,Underperformed,0,44,7,0,1,0,0,0.022727272727272728,0,0,0,6,19,3,1,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
rb_tweets,1034629472689971200,1,0,1,0,3,0.0,Underperformed,0,25,5,0,1,0,0,0.04,1,0,0,6,19,3,1,0,0,0.0,0.0,0,0,1,2,1.0,0.0,0.5,0.5
Eltonma,111573871,0,0,0,0,0,0.0,Underperformed,0,75,14,0,1,0,0,0.013333333333333334,0,0,0,6,19,3,1,0,0,0.0,0.2,1,0,0,0,0.0,0.0,0.0,0.0
locksy,1690477851638730752,1,0,2,0,5,0.0,Underperformed,0,86,16,1,1,0,0,0.08139534883720931,1,0,0,6,19,3,1,0,0,0.0,0.0,0,0,1,3,1.0,0.0,0.6666666666666666,0.3333333333333333
AIexey_Stark,1710348465920708608,2,0,0,0,2,7.0,Viral,3,33,2,0,0,1,0,0.21212121212121213,0,0,0,6,19,3,1,0,0,0.0,0.0,0,0,1,2,2.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,64,1,21,1,108,1.0,Normal,1,328,45,0,0,2,0,0.04573170731707317,0,0,0,6,19,3,1,0,0,0.0,-0.18787878787878787,0,1,0,86,64.0,0.011627906976744186,0.2441860465116279,0.7441860465116279
locksy,1690477851638730752,2,0,2,0,6,2.0,Successful,2,54,8,0,1,0,0,0.037037037037037035,0,1,0,6,19,3,1,0,0,0.0,0.0,0,0,1,4,2.0,0.0,0.5,0.5
KyleDeWriter,1458442711418261505,1,0,0,0,1,1.0,Normal,1,96,7,0,0,2,0,0.09375,0,0,0,6,19,3,1,0,0,0.0,0.0,0,0,1,1,1.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,1,0,0,0,1,1.5,Normal,1,30,4,0,1,0,0,0.0,0,1,0,6,19,3,1,0,0,0.0,0.125,1,0,0,1,1.0,0.0,0.0,1.0
KyleDeWriter,1458442711418261505,1,0,0,0,1,0.0,Underperformed,0,76,14,0,1,0,0,0.039473684210526314,0,0,0,6,19,3,1,0,0,0.0,0.65,1,0,0,1,1.0,0.0,0.0,1.0
